,Name,Line
15293,michael,here we go
15294,dwight,come on
15295,michael,field trip
15296,dwight,step lively single file everybody
15297,michael,like were going to the science museum
15298,dwight,lets single
15299,michael,learn by touching
15300,dwight,single ok
15301,michael,ive been told that im a tactile learner
15302,dwight,buddy system everyone buddy up find a buddy
15303,kelly,you should work out ryan you would look so hot
15304,ryan,totally we should both work out
15305,kelly,screw you
15306,michael,kelly ryan looks great you should be thankful that you
15308,michael,i
15310,darryl,summing up
15311,michael,sum it up darryl sum it up
15312,michael,we got beat today dwight
15313,dwight,sighs
15314,michael,but it was not a fair fight
15315,dwight,no it was not remind me again what was the fight exactly who was it between and what was the outcome
15316,michael,it was the warehouse guys
15317,dwight,right
15318,michael,dwight they embarrassed us
15319,dwight,argh
15320,michael,because they had a much scarier safety presentation
15321,dwight,ghaaa
15322,michael,you know whats funny robin williams sighs when a cat gets stuck in a washing machine city slickers talking like borat you know whats not funny safety or making fun of the person trying to talk about safety in borat voice not nice i must show people how dangerous office can be high five now thats funny
15323,michael,how do you make depression sexy how do you how do you get people interested in depression that is the conon the conun the conumbery
15324,michael,those warehouse guys think that we are all flabby middle management nerf balls well im going to show them that we have nerfs of steel winks
15325,andy,michael andy and dwight are standing around a trampoline you know guys i recently learned some pretty cool stuff about the difference between feeling something and acting on that thing
15326,dwight,can you tell andy to focus on the springs please
15327,michael,yeah drew
15328,andy,yes bosses
15329,michael,you know drew why dont you go inside dwight come here where should we put this
15330,dwight,ok ahh turn around and do a broad jump for me on go ready go one mississ ok you went that far on one mississ ippi would take you to here this trajectory times the propulsion from your quadriceps would be about three mississippi maybe three and a quarter so one mississ correct ippi two mississippi three mississippi e right here
15331,michael,ok good thank you wanna take our time do this right
15332,phyllis,phone rings hello  hi bob vance laughs
15333,karen,thats three times in ten minutes
15334,stanley,wheres my five dollars
15335,phyllis,you are my little teddy bear i wantcha
15336,stanley,i always knew my coworkers were annoying i never realized i could profit from it go ahead bob vance call phyllis all day
15337,andy,michael is up on the roof of the building michael go ahead were listening
15338,michael,im going to wait i dont want to say this twice its too painful and im too depressed
15339,creed,talking through bullhorn michael you can not fly you can not ive seen this too many times
15340,kelly,give me that thing i want to try
15341,jim,oh you know what we should probably preserve the batteries
15342,kelly,i was just going to say that yells toward michael you have a cute butt oh my god i did not just say that did i just say that oh my god im so adorable
15343,angela,i know the timings bad but i hate to be a nudge but theres stuff that he has to sign that needs to be mailed by four
15344,dwight,ok if hes not down by four ill get the papers up to him
15345,angela,ok its three forty eight
15346,jim,ok ryan you know what you can do this
15347,ryan,oh no i have no training in this sort of thing
15348,jim,come on
15349,stanley,dont play dumb you know damn well what we talking about
15350,jim,come on hell listen to you
15351,everyone,come on ryan
15352,angela,lets do it
15353,dwight,come on pretty boy
15354,ryan,michael you have always taken a great interest in my career
15355,michael,i will miss you the most ryan
15356,ryan,oh what is your deal man seriously i dont get it
15357,andy,let me borrow that chief michael you dont have to prove anything to anyone but yourself so dont jump just to prove anything to us ok that said if you need to prove something to yourself you should jump
15358,jim,oh
15359,andy,up to you
15360,jim,no no no
15361,andy,if you do jump i want you to reach for the sky
15362,pam,hey
15363,jim,ok careful thanks takes bullhorn from andy
15364,andy,grab a comet and kiss the moon kiss it
15365,kevin,see this is why you always take ten thousand to one you never know
15366,darryl,you own a convertible come on man thats thats hot women love that stuff right
15367,dwight,its only leased and its got rust damage hell never get his deposit back
15368,michael,coal miners crab fishermen dog the bounty hunter all dangerous jobs but also upper middle management takes deep breath wow i could have fallen off a roof today and you dont worry about falling off a roof when you work on a crab boat and there are no roofs in coal mines
15369,andy,in parking lot goodnight stanley sees his car is keyed just nods his head
15370,jim,dressed as dwight its kind of blurry puts on his glasses thats better exhales question  what kind of bear is best
15371,dwight,thats a ridiculous question
15372,jim,false  black bear
15373,dwight,well thats debatable  there are basically two schools of thought
15374,jim,fact  bears eat beets  bears  beets  battlestar galactica
15375,dwight,bears do not what is going on what are you doing
15376,jim,last week i was in a drug store and i saw these glasses  uh four dollars  and it only cost me seven dollars to recreate the rest of the ensemble  and thats a grand total of jim calculates the total on his calculatorwatch eleven dollars
15377,dwight,you know what  imitation is the most sincere form of flattery so i thank you jim places a bobblehead on his desk  identity theft is not a joke jim  millions of families suffer every year
15378,jim,michael
15379,dwight,oh thats funny  michael
15380,pam,on phone yes i understand  can i transfer you to customer relations
15381,jim,on phone absolutely  i couldnt be more sorry about this
15382,phyllis,on phone i know i know  were all trying to get to the bottom of this
15383,stanley,on phone i am upset  dont i sound upset
15384,michael,on phone it is disgusting  i totally agree  well were going to recalling all of that paper
15385,michael,we have a crisis  apparently a disgruntled employee at the paper mill decided that it would be funny to put an obscene watermark on our  pound cream butter stock  five hundred boxes has gone out with the image of a beloved cartoon duck performing  unspeakable acts upon a certain cartoon mouse that a lot of people like  ive never been a fan
15386,michael,everybody in here  stat  no time to lose  crimansqua  f and c doubletime
15387,dwight,crimansqua
15388,michael,crisis management squad
15389,ryan,f and c doubletime
15390,michael,front and center twice as fast as you would normally go  any other questions
15391,jim,one more  why are you talking like that
15392,michael,to save time jim
15393,karen,actually i think you could make the argument that it wastes time
15394,pam,yeah she has a good point  i mean for example with the last thing you said by the time you explained it it actually took up more time
15395,michael,you know what bluh bluh bluh bluh bluh  forget it  where is creed
15396,creed,here
15397,michael,creed  quality assurance  your job  i really think you screwed the pooch on one creed  because of you the entire company is in jeopardy
15398,creed,every week im supposed to take four hours and do a quality spotcheck at the paper mill  and of course the one year i blow it off this happens
15399,michael,we have a lot of angry customers out there  this puts us at threat level midnight  accounting you are on customer service duty today
15400,oscar,thats really not our job
15401,michael,midnight oscar  dont worry kelly will be training you first
15402,angela,kellys training us
15403,kelly,this day is bananas bananas  this day is bananas  bana
15404,angela,getting a pill from the bottle i dont have a headache  im just preparing
15405,michael,jim big fire in your house  your client dunmore highschool sent out their prom invitations on this paper  went home to all the kids
15406,jim,yeah i gotta call out on that
15407,michael,no no no no  not good enough  this is a keystone account  i want you in the school  in person
15408,jim,all right
15409,michael,i want you to bring a partner
15410,ryan,ill go
15411,michael,no sweet cheeks  we need someone whos actually made a sale  andy you go
15412,andy,english accent william dolittle at your service  aka will do
15413,jim,yeah im definitely gonna go alone
15414,michael,no no  i need two men on this  thats what she said  no time  but she did  no time  guys get on this  dwight i want you to be in charge of the press conference
15415,dwight,yes  you are entering the no spin zone
15416,pam,were having a press conference
15417,michael,no pam  the press is just gonna find out by themselves
15418,dwight,not scoffs
15419,michael,heres the thing  when a company screws up best thing to do is call a press conference  alert the media and then you control the story  wait for them to find out and the story controls you  thats what happened to oj
15420,michael,i have invited barbara allen one of our oldest clients to come in here and meet with me for a personal apology  the press wants a story i will give them a story
15421,jim,oh did the press ask for a story
15422,michael,here is your headline scranton area paper company dunder mifflin apologizes to valued client  some companies still know how business is done  okay  battle stations everybody lets go go go go go go
15423,creed,yes hello  creed bratton quality assurance dunder mifflin scranton  i was supposed to meet with one of your floor managers last week for a quality inspection and he or she wasnt there  and im trying to remember who it was  mmhmm  who wasnt there last week  debbie brown  and which day was that  wednesday the eleventh  perfect
15424,creed,the only difference between me and a homeless man is this job  i will do whatever it takes to survive  like i did when i was a homeless man
15425,kelly,look i know the reason that you guys became accountants is because youre not good at interacting with people  but guess what  from now on you guys are no longer losers  so give yourselves a round of applause  kelly and kevin clap
15426,oscar,i wonder how many phone calls youre missing while youre teaching us to answer calls
15427,kelly,i know right  probably a lot
15428,angela,can you just tell us what we need to do so we can go
15429,kelly,ok angela  i love your enthusiasm  all you need to know how to do is pick up the phone and say customer service this is kelly  except dont say kelly say your own name  or if youre bored you can just make up a name  like one time i said i was bridget jones in an english accent and i talked like this for the whole conversation
15430,kevin,oh can i be horrible australian accent australian mate
15431,kelly,in accent absolutely
15432,kevin,in accent ello mate
15433,kelly,in accent i like ice cream  i need a boyfriend
15434,kevin,in accent i like ice cream too mate  alligators and dingo babies
15435,andy,beer me
15436,jim,whats that
15437,andy,hand me that water  i always say beer me  gets a laugh like a quarter of the time  so hows whatshername
15438,jim,you know her name
15439,andy,who karen  yeah shes only one of my oldest friends  takes swig of water mmm  hows the apartment hangin
15440,jim,its fine
15441,andy,nice  check out this sunshine man  global warming right  today was supposed to be really cold i bet
15442,jim,what about music  do you have any music
15443,andy,uh yeah  should have said so  sings rhadahdahdah  give me the beat boys and free my soul  i wanna get lost in your rock and roll and drift awayhehay  ruudadoodadoo baditdadoodadun give me the beat boys and free my littleolesoul i wa
15444,jim,i was thinkin about more like a cd or a cd
15445,andy,your call dude  my girlfriend made an awesome mix  beer me that disc
15446,jim,lord beer me strength
15447,andy,so tuna  when we get in there lets do a really good job okay
15448,jim,did that really need to be said
15449,andy,well not everything a guy says needs to be said  sometimes its just about the music of the conversation
15450,andy,whoa  what the why is my girlfriend here
15451,jim,oh is she that teacher in the white
15452,andy,no shes a parttime frozen yogurt chef
15453,jim,which one is she
15454,andy,the one in the green hoodie
15455,jim,wow
15456,andy,i wonder if shes like a a guidance counselor or something
15457,jim,no i dont think so
15458,andy,shes like probably a tutor
15459,jim,nope
15460,andy,she probably a t
15461,jim,no
15462,andy,sh
15463,jim,no
15464,michael,ok press conference in   dwight make sure this place looks nice
15465,dwight,on it  ok karen ryan pam center stage  pam run a comb through your hair
15466,dwight,first rule in roadside beet sales put the most attractive beets on top  the ones that make you pull the car over and go wow i need this beet right now  those are the money beets
15467,dwight,chad lite walks in the door to office workers hey  snaps twice look sharp  to chad lite hey  uh hi  hello dwight schrute
15469,dwight,and you must be uh from the washington post
15471,dwight,and breaking corporate news
15473,dwight,oh dear god  ok here are your credentials  youve been granted level three security clearance
15475,dwight,dont get too excited thats out of   right this way  regional manager michael scott will be addressing the client in the press room shortly  have a seat can i get you a beverage
15477,dwight,shuts door on him great
15478,jim,oh andy  you know what  we dont have a lot of time so we should probably
15479,andy,jamie
15480,jim,andy ohh
15481,andy,what are you doing here
15482,jim,andy
15483,andy,are you a student here
15484,jim,oh yeah
15485,andy,you never told me you were in highschool
15486,jim,this is weird  i gotta go to spanish
15487,andy,oh my god
15488,jim,oh my god
15489,andy,i had no idea
15490,jim,well thats not gonna hold up in court
15491,andy,huh we didnt do anything illegal  except knock over a mailbox with her friends
15492,kevin,on phone sir yes you have a valid point  im sorry  no i am so sorry
15493,oscar,on phone really dixon city carbondale
15494,angela,on phone excuse me  well i dont see how thats our fault  and ive already told you the official position of dunder mifflin is apologetic so i dont know what you want from me hangs up
15495,kelly,ok first i just wanna say that you are doing sooo good  look you have so many good qualities that the one that you might wanna work on is apologizing
15496,creed,when i went over wednesday for the spotcheck i got a call from debbie brown saying she has an emergency dentist appointment
15497,dwight,emergency dentist appointment
15498,creed,now im told she told her manager she had the flu  im a trusting guy but uh i just wish debbie brown had been there  we would have caught this
15499,pam,yes ill be sure someone returns your call  im so sorry  bye
15501,michael,mrs allen is our most important client because every client is our most important client  even though shes a pretty unimportant client really
15502,michael,and so with the eyes of the nation upon us i would like to say that dunder mifflin truly regrets this unfortunate incident  and as a gesture of gratitude for your continued loyalty mrs allen i would like to present you with this novelty check for six months of free paper or  reams whichever comes first
15503,dwight,snaps picture with his camera phone you look good in this
15504,michael,so let us consider this matter ended
15506,michael,i know i know youre angry  and we are truly truly sorry
15508,michael,well we are extremely sorry
15511,jim,all right
15512,andy,who was that guy she was talking to  at her locker
15513,jim,not important  because youre not dating her  because its a felony
15514,andy,but who was that guy
15515,jim,probably another highschool student
15517,jim,absolutely
15519,jim,and you should
15521,andy,scoffs pfft  you dont teach it well enough  one of your students is a bitch
15522,jim,andy is having a real rough day today
15523,andy,i want to take out an ad in your yearbook  a full page two words
15524,jim,good luck
15525,andy,thats not what i had in mind
15526,kelly,ask where hes from
15527,angela,on phone where are you from  ohio  thats nice  so what do you want  to kelly hes upset about the watermark
15528,kelly,ok great  now tell him that it was an unfortunate error and were doing everything we can do to fix it and that youre sorry
15529,angela,on phone it was an unfortunate error  were fixing it  and you already got your money back
15530,kelly,and youre sorry
15531,angela,and the company has already apologized so you can take that apology or not hangs up to kelly i think he had tourettes or something
15532,michael,we are going to do everything humanly possible to ensure that this never happens again
15534,michael,the watermark its a one time thing
15536,dwight,may i point out that the sex appeared to be consensual  both animals were smiling
15537,michael,ok
15538,dwight,i grew up on a farm  i have seen animals having sex in every position imaginable  goat on chicken  chicken on goat  couple of chickens doin a goat couple of pigs watching  whoever drew this got it exactly right
15539,michael,what can i do for you
15541,michael,well exhales ok well  um wasnt really my fault  the guys at the papermill
15543,michael,the guys at the papermill no no no
15545,michael,im the head of the company
15547,michael,no im a regional manager
15549,michael,no my ok this is insane  you can get out of here  get out
15551,michael,thats insane  well give this to somebody who will appreciate it
15553,dwight,its nontransferable
15554,michael,doesnt matter  out please
15556,michael,yeah well im calling the ungrateful biatch hotline to chad lite did you get all that
15558,michael,we gotta do something exhales this is spinning out of control pam  this is just not
15559,pam,its just the scranton times
15560,michael,no then newsweek picks it up  and then cnn does a story about it  then youtube gets a hold of it
15561,pam,you know what  i really think the whole thing is just gonna blow over in like a week or two
15562,michael,youre right  it will blow over  but its not going to take a week or two  pulls out a video camcorder from his desk do you know what this is for
15563,pam,yes
15564,pam,michael likes me to run the camera when he makes his apology videos  he says he needs a womans touch
15565,michael,dwight is spraying far too much hairspray into michaels hair ok i think thats good
15566,michael,hello  i am michael scott regional manager of dunder mifflin scranton  by now you are probably sick of hearing about dunder mifflin and our embarrassing watermark boner  let me tell you something  something from the heart  i am not leaving this office  it will take a swat team to remove me from this office and maybe not even that
15567,dwight,uh you could never withstand a swat team
15568,michael,thats how devoted i am to this job
15569,dwight,im just saying
15570,michael,i know
15571,dwight,they would flank you  throw in a concussion grenade
15572,michael,i understand that dwight
15573,dwight,you would be on the ground blind deaf dumb
15574,michael,do you think youre taking it a little literally dwight  and now were wasting tape  im gonna have to cut this all out  can you say cut
15575,dwight,cut
15576,michael,so ill know where
15577,pam,cut
15578,michael,im asking pam to do it please
15579,pam,cut
15580,michael,ok ready
15581,angela,kevin whats four plus seven
15582,kevin,thinks eleven
15583,angela,yeah well you didnt know that when you filled out this payroll form
15584,kevin,yeah well at least i didnt suck at customer relations  oooh yes  facial
15585,oscar,laughs yes air high five
15586,angela,you two are apes
15587,oscar,i expect you to apologize for that angela
15588,angela,im sorry that youre both morons
15589,kevin,oh but you still said im sorry
15590,angela,i called you morons
15591,kevin,still said it
15592,oscar,still said it so kevin and oscar screw up an air high five
15593,michael,five four three  there is no way i will resign  it wouldnt be fair  not to the good workers i work with not to my clients and especially not to me  lets not forget who this whole resigning business is about anyway  if i could leave you with one thought remember it wasnt me  theyre trying to make me an escape goat  if i am fired i swear to god that every single piece of copier paper in this town is going to have the fword on it  the fword  you have one day
15594,pam,one day for what
15595,michael,thats they always give an ultimatum
15596,pam,ok
15597,michael,good cut
15598,pam,cut  that was your best apology video ever
15599,michael,thought so too
15600,creed,to dwight got a farewell card for debbie brown  i thought maybe youd like to sign it  maybe throw a couple of bucks in there for her  shes got some children
15601,creed,i feel terrible about debbie brown  she got fired because of dwight  so i thought id pass around a goodbye card maybe everyone could put in a couple of bucks to help her through these difficult times  why do bad things always happen to the good people  its tragic  just tragic
15602,jim,you want music
15603,andy,i dont care
15604,jim,come on man just give it a couple days  i think youll be all right
15605,andy,yeah
15606,jim,singing the intro to the lion kings the lion sleeps tonight awimowheh awimowheh awimowheh awimowheh awimowheh awimowheh awimowheh awimowheh
15607,andy,you know what i dont
15608,jim,awimowheh awimowheh awimowheh awimowheh awimowheh awimowheh awimowheh awimowheh awimowheh
15609,andy,joins in with classic andy falsetto ooooooooooooooooooooooooooo awiimbube
15610,jim,awimowheh awimowheh awimowheh awimowheh awimowheh
15611,andy,ooooooooooooooooooooooooooo awiimbube
15612,jim,awimowheh awimowheh awimowheh awimowheh awimowheh
15613,andy,sweet
15614,dwight,walks in dressed as jim pam
15615,pam,hey dwight  you look really nice today
15616,dwight,scoffs pssssh  i look like an idiot hey karen
15617,karen,hey dwight lookin sharp
15618,dwight,yeah thats cause im youre boyfriend jim halpert  hey karen wanna get ttogether later and have sexual intercourse cause youre my girlfriend
15619,jim,do you
15620,karen,no
15621,jim,ok
15622,karen,im good  thanks
15623,jim,dwight imitates the jim face look at that
15624,dwight,im jim halpert more horrible jim faces
15625,jim,spot on
15626,dwight,ahluhluh a little comment  muh
15627,kelly,oh my god i am so sorry that is so messed up everyone here is so upset you have no idea and rest assured your voice has been heard okay ill be thinking about you all day customer service this is kelly oh my god i am so sorry that is so messed up everyone here is so upset you have no idea and rest assured your voice has been heard okay ill be thinking about you all day
15628,ryan,customer service this is kelly oh my god i am so sorry that is so messed up everyone here is so upset you have no idea ill be thinking about you all day customer service this is kelly oh my god i am so sorry that is so messed up everyone here is so upset you have no idea ill be thinking about you all day customer service this is kelly oh my god i am so sorry that is so messed up everyone here is so upset you have no idea ill be thinking about you all day
15629,michael,the key to a crisis is dealing with it right away like that aspirin company that sent out the poisoned aspirin in the regular aspirin bottles if you dont act fast you will lose customers
15630,dwight,hello cnn i need to speak to your scrantonarea bureau chief all right then the bureau chief for the greater wilkesbarre area how about ah lackawanna county okay northeastern pennsylvania then this is extremely urgent no you put your supervisor on the phone
15631,kelly,customer service isnt like accounting its not just typing numbers into a calculator and then it tells you an answer
15632,oscar,we do a lot more than that
15633,kelly,okay or hand out checks or whatever it is you do look i know the reason that you guys became accountants is because you think that people dont like you but guess what from now on you guys are not losers so give yourselves a round of applause
15634,oscar,i wonder how many phone calls youre missing while youre teaching us to answer phone calls
15635,kelly,the annex rocks  all you need to do is make sure that you make a connection with the customer they just wanna know that youre sorry do that and youll be fine make sense
15636,angela,mmhm
15637,kelly,okay roleplaying time
15638,angela,alright i think im trained
15639,kevin,ooh can i be a pirate
15640,creed,hums
15642,creed,hey
15644,creed,i am indeed howd you know that
15646,creed,oh oh thats right good work thank you very much sir shakes hand
15647,creed,about  years ago for tax reasons i faked my own death ive been collecting benefits as my own widow ever since
15648,andy,oh my god
15649,jim,oh my god wow
15650,andy,i had no idea
15651,jim,then you did nothing wrong we should go
15652,andy,how could i not have realized
15653,jim,she looks older
15654,andy,yeah she does doesnt she
15655,jim,no
15656,andy,she acts older too she knows everything about european history and photosynthesis and she made me this lanyard with like a fimo clay thing shes a real renaissance woman
15657,jim,or a high school girl lets go mouths wow to the camera
15658,andy,chicken pot pie
15659,jim,whats that
15660,andy,thats what i was eating in the parking lot of a eleven for dinner and i got out of the car to shake the crumbs off my shirt and this smoking hot woman comes up and we strike up a conversation
15661,jim,oh you dont have to tell me this
15662,andy,she lets me buy her and her friends some wine coolers for a dinner party shes going to
15663,jim,you shouldnt be talking about that
15664,andy,i threw in some scratch tickets cause generous guy and next thing you know were making out in the woods
15665,jim,hypothetically hypothetically you were making out in the woods
15666,andy,no we were really making out in the woods
15667,jim,no cant help you now
15668,andy,i gotta go talk to her
15669,jim,no d
15670,michael,with dissatisfied clients it doesnt matter what you did all they wanna hear is that youre sorry theyre like women that way and this client is a woman so when i say im sorry it will be twice as effective
15671,michael,so were good
15673,michael,im sorry
15675,dwight,whispering say youre sorry times infinity
15676,michael,okay
15677,dwight,cause theres no comeback for that
15678,michael,all right we are infinitely sorry
15680,michael,you understand you you get this check
15683,andy,yeah im mr bernard johnson md id like to talk with jamie about a certain heart condition diagnosis broken
15684,jim,get out of here andy
15685,andy,whos this guy
15686,jim,my boyfriend
15687,andy,youre such a liar
15689,andy,yeah maybe you should call the police see whose side they take warning most cops are dudes
15690,jim,dr johnson we need you in surgery right away
15692,dwight,i dont believe in apologies when someone in the yakuza makes a mistake they cut off a portion of their own pinky finger and in that way save face and knowing the japanese they probably get an even better prosthetic finger with a knife you can take out of it or a screwdriver or a corkscrew
15693,angela,why am i getting all of the bad ones
15694,kelly,why cant you just say youre sorry and make them feel better
15695,angela,im not gonna lie and say im sorry when the company didnt do anything wrong thats immoral and this is ridiculous
15696,oscar,would you please please
15697,kelly,well you have to do what i say okay because michael put me in charge even though youre old enough to be my mother
15698,angela,what well what you say is stupid and your job is pointless and youre a slut and everyone thinks so
15699,kelly,well youre fired okay go back to accounting angela
15700,angela,gladly i quit
15701,kevin,if cartoon characters didnt have sex then how would we get new cartoon characters from the sex giggles
15702,michael,the customer is always right mrs allen was our customer she was wrong is that a contradiction no because shes not our customer anymore
15703,pam,michael likes me to run the camera when he makes his apology videos my favorite is the one for his mother
15704,michael,hey mom happy birthday belatedly sorry i forgot i had put it on my calendar and pam threw that out
15705,pam,my personal favorite is the one he made for his condo association
15706,michael,and without denying the seriousness of the situation i would just like to remind you that in much of the netherlands swimming naked is the norm so in norway youd be the weirdos
15707,jim,okay andy we need to go seriously
15708,andy,dude there she is dont look dont look shes sitting with denise how am i supposed to do this denise hates me
15709,jim,dont do it
15710,andy,what is your problem man cant you support a bro thats why you dont have any friends tuna im sorry im sorry i just i need
15711,jim,thats okay
15712,andy,your help i love her
15713,jim,what
15714,andy,yeah i lo i love her is this what love is  this like horrible feeling in my stomach
15715,jim,no thats your conscience listen to it
15716,andy,look okay just be my wingman beer me five minutes talk to denise shes really into white russians and whippets
15717,andy,jamie can i talk to you for a second
15718,jim,yeah i only have a minute
15719,jim,sits down next to denise so high school
15721,jim,oh i dont smoke sorry
15723,jim,you should take up a musical instrument
15725,jim,hey uh does mr nortman still teach here hes a jerk right
15727,jim,no nope what else what else you watch the hills what is heidi thinking
15729,jim,how old do you think i am
15731,jim,shakes head
15733,jim,not that i know of
15735,jim,i drive a saab station wagon
15737,jim,really way to earn it hey andy
15738,andy,what
15739,jim,yup
15740,dwight,very well hangs up phone i just got a call from debbie brown over at the mill she claims innocence and is willing to come over here and defend herself
15741,creed,no time dwight i love debbie brown shes a close personal friend but quality is my life this company has a reputation to uphold as much as it pains me someone has to be held accountable
15742,dwight,youre right mercy is for girlbabies time to put this dog down
15743,michael,are we ready
15744,dwight,final touchups
15745,michael,okay am i shiny
15746,dwight,yeah
15747,michael,okay we good okay thats enough aqua net
15748,dwight,i dont know
15749,michael,clears throat stop it
15750,dwight,coughs
15751,kelly,hey angela im sorry that i said you were old enough to be my mother i dont know why i said that i think i might be hypoglycemic or something but still its no excuse so im very sorry
15752,angela,oh thank you kelly long pause and i wish i hadnt called you stupid
15753,kelly,do you think im a slut
15754,angela,no but some of your outfits are not appr
15755,kelly,apology accepted hugs angela
15756,angela,i didnt apologize
15757,kelly,were like best friends now
15758,angela,were not
15759,kelly,ill text you
15760,angela,dont
15761,kelly,bye angela
15762,angela,fine
15763,kelly,that is all i was looking for today she got something out of my training session i mean she will never work in customer relations oh my god no never but maybe shell be less of a grump
15764,angela,kellys not so bad she really taught me something today rolls eyes
15765,michael,i have literally apologized an infinite number of times on this and there are still calls for me to resign calls from an annoying woman and possibly even the media alike well let me tell you something something from the heart i will not resign i need this job my mortgage is hundreds of dollars a month with this job i can barely cover that i have a company car but i still have to pay for gas and gas prices are high and i have no savings whatsoever and it wasnt even me its so not fair that they want me to resign
15766,dwight,to the fullest extent of the law hangs up phone listen up everyone i just got off the phone with the mill  final responsibility for watermarkgate has been assigned floor manager debbie brown has officially been terminated lets give a big hand to creed bratton without whose earnest and diligent sleuthing this scandal might never have been resolved claps
15767,creed,just doing my job guys
15768,jim,to pam hey
15769,jim,dwight hands jim a piece of paper oh whats this
15770,dwight,that is a demerit
15771,jim,reads demerit jim halpert tardiness ugh i love it already
15772,dwight,youve gotta learn jim you are second in command but that does not put you above the law
15773,jim,oh i understand and i also have lots of questions like what does a demerit mean
15774,dwight,scoffs lets put it this way you do not want to receive three of those
15775,jim,lay it on me
15776,dwight,three demerits and youll receive a citation
15777,jim,now that sounds serious
15778,dwight,oh it is serious five citations and youre looking at a violation four of those and youll receive a verbal warning keep it up and youre looking at a written warning two of those thatll land you in a world of hurt in the form of a disciplinary review written up by me and placed on the desk of my immediate superior
15779,jim,which would be me
15780,dwight,that is correct
15781,jim,ok i want a copy on my desk by the end of the day or you will receive a full disadulation
15782,dwight,whats a dis whats that
15783,jim,oh you dont want to know
15784,pam,door opens hey phyllis you all right
15785,phyllis,i think i just got flashed
15786,pam,what really
15787,phyllis,in the parking lot
15788,pam,oh my god
15789,dwight,jumps out of his chair and runs for the door move
15790,jim,ok ill call the real police
15791,andy,what happened what can i do to help
15792,jim,on the phone ok
15793,andy,ill check the web
15794,jim,on the phone thank you hangs up the phone the police are on it they say theyve already had three calls
15795,pam,to phyllis can you tell us what happened
15796,phyllis,um i was walking to the building and this man asked me for directions and he was holding a map and when i walked over he had it out on the map
15797,angela,phyllis youre a married woman
15798,creed,the guy was just hanging brain i mean whats all the fuss
15799,creed,if thats flashing then lock me up
15800,pam,whispering its just like so creepy
15801,ryan,whispering yeah pam and ryan whispering
15802,michael,whats happening
15803,pam,oh some guy exposed himself to phyllis in the parking lot
15804,michael,really is she ok
15805,pam,yeah bob vance took her for a walk to calm down
15806,michael,ok deep breath phyllis you say snorts hmm suppressed laugher
15807,angela,what is so funny
15808,michael,um i mean did he even see pam or uh karen from behind
15809,kevin,im guessing not
15810,michael,laughing softly im sorry its pretty funny when you think about it
15811,jim,mm not really no
15812,pam,its disgusting and demeaning
15813,michael,oh ok masters of comedy a guy dropped his pants have you ever been to the circus everyone glares ok michael puts his finger through his pants zipper hes back laughs ok hmm babbling with his coat pulled closed waagh flashes everyone
15814,toby,hey whats going on theres a police car in the
15815,michael,what oh makes descending scale noise as his finger goes down
15816,toby,whats going on
15817,michael,oh phyllis got flashed its uh laughs
15818,toby,i dont think laughing about it is an appropriate response
15819,michael,oh come on  we are laughing at phyllis but shes not even here so no harm no foul
15820,toby,i dont think the women in this office
15821,michael,incidentally where were you during all of this maybe youre the flasher
15822,toby,i was at a parentteacher conference
15823,michael,uhhuh prove it lets see your penis everyone is shocked exhalesi you know as that was coming out of my mouth i knew that it was wrong
15824,michael,in all the excitement i forgot that my primary goal is to keep people safe women cant have fun if they dont feel safe for example jan and i have a safe word in case things go too far foliage and if one of us says that word the other one has to stop although last time she pretended she didnt hear me
15825,jan,on speakerphone michael
15826,michael,huh
15827,jan,come over after work tonight ok i miss your body
15828,michael,i dont know i feel i drive a lot im spending a fortune on gas and tolls
15829,jan,ill give you  and if i get up before you ill leave it on the dresser
15830,michael,um that i dont know that makes me kind of uncomfortable
15831,jan,
15832,michael,i uh well i dont know
15833,jan,you know whatever just let my assistant know if youre coming over so he can get more vodka ok hunter are you on
15835,dwight,employees of this office are very small and delicate deserve  protection from local pervs better  innocent men are locked up than one guilty man roam free
15836,michael,exhales i am sick over this thing those people out there are clearly afraid and that cant happen not in my house
15837,dwight,agreed let me show you what ive been working on
15838,michael,ok
15839,dwight,lays a folder full of pictures on michaels desk there are several penises there id love phyllis to run her eyes over you know see if we can catch this pervert
15840,michael,this is the last thing that phyllis needs to see right now dwight
15841,dwight,look at that one
15842,michael,dwight are those your pants thats a polaroid dwight takes the polaroid and crumples it in his hand
15843,michael,attention everybody dwight has something he would like to say
15844,dwight,due to a recent incident involving phyllis a man a map and his penis  i think you know what im referring to  michael has authorized me to form an emergency antiflashing task force
15845,jim,raises hand question wont that interfere with your other task forces
15846,dwight,answer no because this is being given priority one this is a petition for the business park to upgrade their security cameras as well as install two floodlights in the parking lot and i know i know what youre thinking pam nods wont that just shed more light on the penises but that is a risk we have to take pam you can draw kind of why dont you work with  phallus on drawing a picture of the exposer that i can post around the community
15847,pam,phallus
15848,dwight,phyllis sorry ive got penises on the brain back to work everybody
15849,pam,i dont often miss roy but i can tell you one thing i wish someone had flashed me when i was with roy because that would have been the asskicking of the year small laugh especially if it had been jim he would not have wanted me to have seen jims whoo i am i am saying a lot of things
15850,phyllis,i didnt really get a good look
15851,pam,thats ok i dont feel like answering phones
