,Name,Line
5708,michael," leader... ship. the word ""ship"" is hidden inside the word ""leadership,"" as its derivation. so if this office is, in fact, a ship, as its leader, i am the captain. but we're all in the same boat. teamwork!"
5709,oscar," last year, michael's theme was ""bowl over the competition!"" so guess where we went."
5710,michael," now, on this ship that is the office, what is a sales department? anyone?"
5711,darryl, how about the sales department is the sails?
5712,michael," yes, darryl, the sales department makes sales. good. let me just explain. i see the sales department as the furnace."
5713,phyllis, a furnace?
5714,jim," yeesh, how old is this ship?"
5715,pam, how about the anchor?
5716,phyllis, what does the furnace do?
5717,michael," all right, let's not get hung up on the furnace. this just... it's the sales... i see the sales department down there. they're in the engine room, and they are shoveling coal into the furnace, right? i mean, who saw the movie titanic? they were very important in the movie titanic. who saw it? show of hands!"
5718,jim, i'm not really sure what movie you're talking about. are you sure you got the title right?
5719,michael, titanic?
5720,pam, i think you're thinking of the hunt for red october.
5721,michael," no, i'm leo dicaprio! come on!"
5722,jim," michael stands in the front of the boat and says that he's king of the world within the first hour, or i give you my next paycheck."
5723,phyllis," michael, everyone in the engine room drowned."
5724,michael," no! thank you, spoiler alert. you saw the movie, those of you who did. they're happy down there in the furnace room. and they're dirty and grimy and sweaty, and they're singing their ethnic songs, and... actually, that might be warehouse."
5725,darryl, what?
5726,michael," the... no, no. no, i didn't... okay. well, okay, in a nutshell, what i'm saying is... leadership. we'll talk more about that on the boat. ship."
5727,dwight," aye aye, captain."
5728,michael," [singing] a three-hour tour, a three-hour tour."
5729,michael," pam, you are mary ann! we have the professor and ginger, welcome aboard. angela, you are mrs. howell. lovey. [to kelly] uh... the native. sometimes they come from neighboring... [to stanley] we have one of the globetrotters, i am the skipper, and dwight, you will be gilligan."
5730,dwight, cool.
5731,captain jack," actually, i'm the skipper. but you can be gilligan."
5732,michael," i'd rather die. hi, i am michael scott, i am the captain of this party."
5733,captain jack," i am captain jack, i am captain of the ship. i'm also captain of anyone who sets foot on the ship. [to boarding passengers] hi, welcome aboard."
5734,michael, okay.
5735,michael," in an office, when you are ranking people, manager is higher than captain. on a boat, who knows? it's nebulose."
5736,michael," hey, look! i'm king of the world!"
5737,captain jack," okay, all right! welcome aboard! i am your captain, captain jack."
5738,michael," and i am the regional manager of dunder-mifflin, michael scott. welcome, welcome!"
5739,captain jack, okay! so... 
5740,michael, okay! so... 
5741,captain jack, please. the life preservers.
5742,michael, right.
5743,captain jack," they are located underneath the seats, all along the border of the boat."
5744,michael," but don't worry, you are not going to be needing life preservers tonight."
5745,captain jack," well, we might, okay? please let me finish, okay? thank you. so, the coast guard requires that i tell you where the safety exits are. on this ship, it's very easy. anywhere over the side. [dwight laughs loudly.] not only am i your ship captain, i am also your party captain! whoo! we're gonna get it going in just a few minutes here... "
5746,michael, i'm your party captain too! and you are gonna put on your dancing shoes later on! so we are gonna... 
5747,captain jack," okay, michael, if you don't mind... "
5748,michael, rock it!
5749,captain jack," please, okay? "
5750,michael," if the boat's a-rockin', don't come knockin'!"
5751,captain jack, michael.
5752,michael, yep.
5753,captain jack," your company's employees are not the only people on the boat tonight, okay?"
5754,michael, we're all gonna have a good time tonight!
5755,captain jack, why don't you let me and my crew do our job. you just sit back and have a good time. all right?
5756,michael, hm? okay. yep.
5757,katy," you guys, it's like we're in high school and we're at the cool table. right?"
5758,roy, yeah.
5759,katy," pam, were you a cheerleader?"
5760,roy," no, she was totally miss artsy-fartsy in high school. she wore the turtleneck and everything!"
5761,katy, that's hilarious.
5762,jim," it's not hilarious, but... "
5763,roy, where did you go to school?
5764,katy, bishop o'hara.
5765,roy," piss slop who cares-a? we played you! you... you really look familiar. did you... you cheered for them, didn't you?"
5766,jim," um, no."
5767,katy," yes, i did! [chanting] a-w-e-s-o-m-e! awesome! awesome is what we are! we're the football superstars! a-w-e-s-o-m-e!"
5768,roy, i remember that! we crushed you like 42-10!
5769,michael, having fun?
5770,brenda, yeah. everybody's really nice.
5771,michael," good. well, that is what scranton is all about. not like you new yawkers."
5772,brenda, when are you going to start the presentation?
5773,michael," well, we already sort of started it back at the office and on the dock with the gilligan thing, so... right now, i was thinking. yes. okay, listen up all you dunder-mifflinites! i would like to talk to you all about life preservers. now, one important life preserver in business is it support."
5774,captain jack," not now, mike, we're doing the limbo! that's right, partiers, it's time to limbo, limbo, limbo!"
5775,michael," so, okay."
5776,dwight," limbo, whoo!"
5777,captain jack, all right! i need a volunteer to come up here and hold my stick. who's it gonna be?
5778,meredith, me.
5779,captain jack, okay... 
5780,dwight," me! me, me, me."
5781,captain jack, uh... usually it's a woman.
5782,dwight, i'm stronger.
5783,captain jack," hey, i got an idea! how would you like to steer the ship, dwight?"
5784,captain jack, keep us on a steady course. keep a sharp eye out. i'm counting on you!
5785,dwight," i was the youngest pilot in pan am history. when i was four, the pilot let me ride in the cockpit and fly the plane with him. and i was four. and i was great. and i would have landed it, but my dad wanted us to go back to our seats."
5786,captain jack," all right, all right, that was great! now it's time for the dance contest!"
5787,michael," but before that, i have to do my presentation."
5788,captain jack, nope! dance contest!
5789,michael," all right, we'll have a motivational dance contest! hit it! yeah, okay, dancing! it is a primal art form used in ancient times to express yourself with the body and communicate! "
5790,michael, sometimes you have to take a break from being the kind of boss that's always trying to teach people things. sometimes you have to just be the boss of dancing.
5791,dwight, [singing] what do you do with a drunken sailor? what do you do with a drunken sailor? what do you do with a drunken sailor early in the morning?
5792,angela," hey, come inside and talk to me."
5793,dwight," i can't. do you want us to run aground, woman?!"
5794,darryl and katy, [chanting] snorkel shot! snorkel shot!
5795,roy," whoo! who's next? come on, pam! come on! come on!"
5796,pam," no, i'm not going to do that."
5797,roy, come on!
5798,darryl, that's what i'm talking about!
5799,pam," hey, why don't we find like a quieter place to hang out?"
5800,roy, i've just gotta wait for darryl to do his shot. just a minute. come on! [chanting] darryl! darryl!
5801,pam, it's getting kind of rowdy down there.
5802,jim, yeah. [chanting] darryl! darryl! darryl!
5803,pam, sometimes i just don't get roy.
5804,jim, well... 
5805,pam," i mean, i don't know. so... what's it like dating a cheerleader?"
5806,jim," oh, um... [a long silence.]"
5807,pam, i'm cold.
5808,captain jack," so, what's this presentation all about?"
5809,michael," ah! see, this is of general interest. it is about priorities and making decisions, using the boat as an analogy. what is important to you? if the boat is sinking, what do you save?"
5810,captain jack, women and children.
5811,michael," no, no. salesmen and profit centers."
5812,captain jack, that's a stupid analogy.
5813,michael," okay, well, obviously you don't know anything about leadership."
5814,captain jack," well, i was the captain of a pc-1 cyclone coastal patrol boat during desert storm."
5815,dwight, wow. you should be the motivational speaker.
5816,michael, okay.
5817,dwight," yeah. he gives me real responsibility, michael. captain jack delegates. he's let me steer the ship for the last hour."
5818,katy, i'd like to be engaged. how did you manage to pull that off?
5819,pam," uh, i've been engaged for three years, and there's no end in sight. so... you don't wanna ask my advice."
5820,captain jack," suppose your office building's on fire. jim, who would you save?"
5821,jim," um... let's see, uh...  the customer. because the customer is king."
5822,michael," not what i was looking for, but a good thought."
5823,captain jack, he's just sucking up! 
5824,roy," when you were in the navy, did you ever almost die?"
5825,captain jack," oh yeah, oh yeah. and i wasn't thinking about some customer. i was thinking about my first wife. the day i got back on shore, i married her."
5826,jim, you know what? i would save the receptionist. i just wanted to clear that up.
5827,roy," hello, everybody, could i have your attention for just a second? could you listen to me for a second? we were up at the front, and we were talking about what's really important, and... pam, i think enough is enough. i think we should set a date for our wedding. how about june 10th? come on, let's do it! come on, pam!"
5828,michael," i don't want to take credit for this, but roy and i were just having a conversation about making commitments and making choices. right? did i motivate you?"
5829,roy," no, it was captain jack."
5830,michael," well... could have been either one of us, because we were pretty much saying the same thing.  congratulations. that is great!"
5831,captain jack," we gotta celebrate! hey, i got an idea, i got an idea. i can marry you right now, as captain of the ship!"
5832,michael, yes! i can marry you as regional manager of dunder-mifflin!
5833,pam," no, no, i want my mom and dad to be there."
5834,michael, then i'll give you away!
5835,pam," no, thank you."
5836,katy, do you think that'll ever be us?
5837,jim, no.
5838,katy, what is wrong with you? why did you even bring me here tonight?
5839,jim, i don't know. let's break up.
5840,katy, whoa. what?
5841,captain jack, this is where captain jack drives the boat.
5842,meredith, wow!
5843,dwight, seasick? captain jack says you should look at the moon.
5844,michael, captain jack is a fart face. i'm on medication.
5845,brenda, really? what?
5846,michael," vomicillin. okay. all right. it's time to be boss. it's time to motivate. let's blow some minds here. okay, guys, guys, cool it. everybody, dunder-mifflin scranton employees, brenda, i have some very, very urgent news i need to tell everybody right now. listen up. the ship is sinking! okay? we're going down, right now. just wrap your heads around the reality of that. shh, please! everybody, it's my turn now, okay? captain jack is gone. in five minutes, this ship is going to be at the bottom of the lake! and there aren't enough spaces on the lifeboat! who are we gonna save? do we save sales? do we save customer service? do we save accounting? this is a business scenario. right? it's a scary... it's a... "
5847,captain jack, hey! hey! what the hell is going on here?
5848,michael," it's a predicament, and it's something that each and every one of us has to think about."
5849,michael," i'm in the brig. see? the boat's not as corporate-friendly as advertised. what was the deal with the guy jumping overboard? what was... if he had just waited and heard what i had to say, he would be motivated right now and not all wet."
5850,michael, is somebody there?
5851,jim, what happened to you?
5852,michael, captain jack has a problem with authority.
5853,jim," oh, right, because you announced that his ship was sinking?"
5854,michael," he just totally lost it. if you ask me, he caused the panic."
5855,jim, what a night.
5856,michael," well, it's nice for you. your friend got engaged."
5857,jim, she was always engaged.
5858,michael, roy said the first one didn't count.
5859,jim," that's... great. you know, to tell the truth, i used to have a big thing for pam, so... "
5860,michael," really? you're kidding me. you and pam? wow. i would have never have put you two together. you really hid it well. god! i usually have a radar for stuff like that. you know, i made out with jan... "
5861,jim," yeah, i know."
5862,michael," yeah? yep. well, pam is cute."
5863,jim," yeah. she's really funny, and she's warm. and she's just... well, anyway."
5864,michael," well, if you like her so much, don't give up."
5865,jim, she's engaged.
5866,michael, bfd. engaged ain't married.
5867,jim, huh.
5868,michael," never, ever, ever give up."
5869,dwight," don't worry, michael. i'm taking us to shore."
5870,michael," it's a fake wheel, dummy."
5871,phyllis, are you all packed?
5872,kelly," yes, i brought my duffel bag and a sleeping bag."
5873,oscar, where do you guys think we're going?
5874,kelly, definitely some place you can swim.
5875,oscar,  right.
5876,phyllis, maybe florida.
5877,kelly, did you hear something?
5878,michael, [knocking] yeah.
5879,jan," hello, michael."
5880,michael, hello. 
5881,jan, can we come in?
5882,michael," of course, yeah, yeah, yeah."
5883,jan, thank you very much.
5884,michael,  have a seat.
5885,jan, brenda.
5886,michael," oh, every man's dream."
5887,jan," oh, really? a surprise visit from his boss?"
5888,michael," two ladies at once. what? why are you looking at me like that? okay, you heard something. um, yeah, it's a booze cruise, but it... there's more to the story than that. it..."
5889,jan, a booze cruise? what do you mean?
5890,michael," leadership off-site. uh, booze cruise is just a rhyme..."
5891,jan," michael, we discussed the irs's regulations."
5892,michael," yeah, i don't even know why i said booze cruise. i don't even think there's booze on the boat."
5893,jan," okay, this event has to have legitimate business content to be tax deductible."
5894,michael, of course.
5895,jan, we discussed that.
5896,michael," of course, of course. yes. yes. look, i have a whole program planned. jan, this program is going to change people's lives. i am going to be dropping serious knowledge all over the boat."
5897,jan, good. this is brenda matlow from corporate training.
5898,michael, hello.
5899,jan," i thought she could attend tonight, and if your event is appropriate, you could give it to other branches."
5900,michael," oh, cool. cool. and maybe you could attend tonight and then you could stay over at my house for the night. awkward. that's... you know what. brenda, could jan and i have a moment alone?"
5901,brenda, jan said if you asked me that i was supposed to say no.
5902,michael," really? you seriously said that? okay. brenda, could jan and i have a moment alone?"
5903,brenda, sure...
5904,jan, brenda.
5905,michael, thanks.
5906,brenda," i mean, no."
5907,jan," okay, you know, i'm gonna go now, and..."
5908,michael," oh, okay."
5909,jan," good luck, brenda."
5910,michael, i'll see you later.
5911,jan," okay, see you later. and try to be professional."
5912,michael, i'll call you later.
5913,jan," no, that's all right."
5914,michael, that's like...
5915,jan," you call me if you need anything, brenda."
5916,michael," i'll call you, too. [to brenda] so. you are probably gonna get carded, so i can make you a fake id. we have a laminating machine."
5917,michael," what is a sales department? oscar, what do you think?"
5918,oscar, i don't know what the categories are of workers on a boat.
5919,michael, i'm not giving you the answer. deck hands is one. and...
5920,dwight," oh, oh, can i be the first mate?"
5921,michael," no, i'm first mate. you're second mate. i'm first mate, as the captain."
5922,pam, how about the anchor?
5923,michael," well, the anchor is the only thing that kind of slows the ship down. toby is the anchor. oh, god. he, well... [to brenda] tell you about toby later, he's awful."
5924,brenda," yeah, i know toby from jan's birthday."
5925,toby," hey, brenda. "
5926,michael," oh, hey, toby. so... it's an analogy. "
5927,michael, [toby running to get on the cruise] hey! what's wrong with you? you missed the boat.
5928,toby, i got lost.
5929,michael, idiot.
5930,captain jack, we can go back.
5931,michael," no, no, no. that's his punishment for not being here on time. too bad, anchor!"
5932,toby, i guess i shouldn't have stopped for dinner.
5933,dwight," on the high seas, captain jack is the leader. on the land it's michael. on the ramp up to the boat, i was a bit conflicted. but now that i'm here, i'll follow captain jack to hell and back."
5934,dwight," hey, captain jack, what kind of fish they got in this lake?"
5935,captain jack," perch, bass."
5936,dwight," you know, my grandfather told me there was a monster here that eats catholics. have you heard..."
5937,captain jack," i haven't heard that, dwight."
5938,dwight," if the hull is breached for any reason or the boat is overtaken, i am a volunteer sheriff's deputy, and you can count on me."
5939,captain jack," that's good to know, dwight. thanks."
5940,michael," your problem now, captain jack."
5941,michael, hey. you know what the best way of studying is?
5942,ryan," at home, not on a boat?"
5943,michael, flash cards.
5944,ryan, flash cards. doesn't really help me right now because i'm on a boat.
5945,michael, you are gonna get seasick if you keep reading in here.
5946,ryan, well...
5947,captain jack," yeah! all right. all right. that was awesome. all right, looks like the guitar player's gonna take a little break. so this'd be a great time to head on over to the taco bar. all right."
5948,michael," that is a great way to kill this party. not on my watch. let's, uh,... let's rock. let's rock some stuff here, okay? [playing badly] okay... i'm hearing a little too much reverb. [feedback echoing] can we down the reverb? all right. follow my lead. [playing smoke on the water] does you guys know that? take the bass. take the drums. what?"
5949,creed, do you want me to give it a shot? just...
5950,michael, you know what? i don't think it's in...
5951,creed, i...
5952,michael, that's not in tune. i don't know if you can...
5953,creed," i don't know, let's try."
5954,michael," ...make much of out of it, creed. good luck to you. i don't know. it is a defective ax, my friend. "
5955,creed, all right.
5956,michael, good luck.
5957,creed," guys, e, blues. follow me, okay? [playing well]"
5958,roy, yeah!
5959,creed," back in the '60s, i was with the grass roots. we toured with janis joplin, the doors, cream. we had a lot of fun, and now i do quality assurance for a paper company. as you can imagine, drugs played a part. they still do. my work calls last about 90 seconds, and that's about as long as i can concentrate."
5960,michael, those slide moves are just bush league. i hope i die before i'm old.
5961,ryan, [throwing up]
5962,darryl," [speaking spanish] por favor, tequila seoor."
5963,angela, i think you've had enough.
5964,darryl," what you say, bitch? you know, you might be right.    "
5965,pam, you've been to the lake before?
5966,roy," yes, i have. [kisses pam]"
5967,roy, should have done it a long time ago.
5968,pam," yes, you should have."
5969,roy," i do what's right whenever i figure it out. i love you, babe."
5970,pam, love you.
5971,katy, you should make a toast.
5972,jim," no, i really don't want to."
5973,katy," jim, come on, don't be shy."
5974,katy," everybody, everybody? there is a toast. come on..."
5975,michael, yeah! toast!
5976,katy," yeah, toast! toast! toast!"
5977,pam, yeah.
5978,roy, come on.
5979,jim," thanks, katy. um, didn't really prepare anything to say. we're all caught pretty unprepared with this whirlwind courtship. i guess i just wanna say that pam is the greatest. my best friend. and she's awesome. and..."
5980,dwight," okay, okay. my turn, my turn. is this thing on? uh, i want to congratulate the happy couple. you know, they say that marriage is an institution. and i say, who wants to be in an institution?"
5981,michael," that's my line! that's my line, that's... i always say that at weddings. so i'll just think of something else to say. i... [band starts playing]"
5982,katy, cheers.
5983,michael," hey, jim. you got a hat?"
5984,jim, yeah.
5985,michael, thanks.
5986,phyllis, [to angela] so this is...
5987,stanley," [storms out of michael's office] well, we're not going to florida."
5988,phyllis," oh. someplace with a pool, then?"
5989,stanley, [gives phyllis a look]
5990,oscar," ...lord of the rings trilogy, if you see it back to back, it's really long.  but it's good."
5991,jim," [off camera] yeah, that's right."
5992,pam," dunder mifflin, this is pam."
5993,michael, pam! it's michael.  help me!  i need help right now.
5994,pam," michael, what's wrong?"
5995,michael," i'm hurt, i have hurt myself.  oh my god!"
5996,pam," ok, wait wait wait wait... "
5997,michael," ungh, this is not looking good pam!"
5998,pam," michael, do you need me to call an ambulance?!"
5999,michael," no, i want you to pick me up."
6000,jim, what? 
6001,pam, ok... 
6002,jim, what's going on?
6003,pam," wait a second, i thought you said that you were hurt."
6004,michael, i am hurt. i hurt my foot.
6005,jim, i'm sorry? pam. 
6006,pam, [exasperated]
6007,jim, what is going on?
6008,michael, i want to come to work.  but i need you to come and pick me up. [jim lunges across pam's desk and puts michael on speakerphone]
6009,michael, oh god! 
6010,jim," hey, whoa, michael... "
6011,michael, oh god!
6012,jim," it's, okay, it's jim.  just say again, uh, really loudly what happened."
6013,michael," ok, buhhhh, i burned my foot very badly on my foreman grill and i now need someone to come and bring me into work."
6014,jim, you burned your foot on a foreman grill?
6015,michael," i enjoy having breakfast in bed.  i like waking up to the smell of bacon, sue me.  and since i don't have a butler, i have to do it myself.  so, most nights before i go to bed, i will lay six strips of bacon out on my george foreman grill.  then i go to sleep.  when i wake up, i plug in the grill, i go back to sleep again.  then i wake up to the smell of crackling bacon.  it is delicious, it's good for me.  it's the perfect way to start the day.  today i got up, i stepped onto the grill and it clamped down on my foot... that's it.  i don't see what's so hard to believe about that."
6016,michael," pam, could you come get me?!"
6017,pam," uh, i have to stay here and answer the phone. "
6018,michael," ok, could someone come and get me please, ryan?"
6019,phyllis," michael, you should stay home and rest."
6020,michael, there's no toilet paper here.  could ryan... tell ryan to bring toilet paper.  could you tell 'em that?
6021,kevin, can you hop?
6022,michael," i tried hopping, kevin, and i bumped my elbow against the wall and now my elbow has a protruberance. "
6023,michael, [panicked] no one wants to pick me up!?
6024,dwight," [silence, dwight enters the office] what is going on? what is going on?"
6025,pam," michael, is, um, sick and he wants one of us to rescue him."
6026,michael, i'm not sick! i'm burned!
6027,dwight, i'm coming michael!
6028,jim, oh... 
6029,dwight, i'm gonna save you!
6030,michael, don't... is that dwight?  i do not want dwight.  
6031,dwight, hold on michael! i am coming! wait there!
6032,michael, i don't want dwight!
6033,pam," michael, why don't you call your girlfriend?"
6034,michael, i don't have a girlfriend.
6035,jim, but you said that you went out with her this weekend.
6036,michael," it was all made up.  just someone come, ok?  anyone.  anyone but dwight."
6037,jim, [sounds of a car crash] what was that... 
6038,pam, what was that?! [everyone runs to michael's office window]
6039,jim, oh!
6040,pam, ohhhhhh!
6041,jim, he hit the pole! 
6042,jim," it's broken right, he can't... "
6043,pam, oh my gosh.
6044,jim," oh dwight, dwight, [dwight pukes on his back windshield]  ohhhhhh!"
6045,jim and pam, oh my god!
6046,pam, is he ok?
6047,jim," he's still driving... dwight, you forgot your bumper!"
6048,michael, hellooo? ... please don't send dwight!
6049,michael," morning everyone.  don't freak out. i forbid anybody to freak out.  clearly, i have had a very serious accident, but i will recover, god willing.  i just want to be treated normally today.  normal would actually be good, considering the trauma that i've been through."
6050,pam," you missed two big conference calls today, one with corporate."
6051,michael, did you explain why?
6052,pam," no, i didn't mention that you cooked your foot."
6053,michael," burned my foot, pam."
6054,michael, please stop popping my cast.  thank you.
6055,jim," so, where are you shipping your foot?"
6056,michael, ha ha ha.  so where are you shipping...
6057,dwight, your foot?
6058,michael," thank you.  pam, messages please? "
6059,pam, you didn't have any.
6060,michael," really, well, it, uh, seemed very important to you earlier that you needed to stay and... "
6061,pam, and do my job?
6062,michael," no, your job is being my friend, pam.  ow! god!"
6063,dwight, [holding mini-fan]  it slipped.
6064,michael, what?
6065,dwight, sorry.
6066,pam," it's just that before, you said that you didn't want any special treatment."
6067,michael," i don't want any special treatment, pam. i just want you to treat me like you would some family member who's undergone some sort of serious physical trauma.  i don't think that's too much to ask."
6068,pam," do you want some aspirin, because you seem a little fussy."
6069,michael," no, i don't want some aspirin, yeah i'm a little fussy.  aspirin's not gonna do a damn thing.  i'm sitting here with a bloody stump of a foot."
6070,dwight," hey, pam, i'm assistant regional manager, and i can take care of him. part of my duties are to."
6071,michael, what?  part of your duties are to what?
6072,dwight, what?
6073,michael," you just said ""part of your duties are to"" something."
6074,dwight," no, i didn't."
6075,michael," yes, you did.  what is wrong with you?"
6076,dwight, what is wrong with you?
6077,michael, where is my cornbread?
6078,ryan, here you go.
6079,michael, thank you.  did you get all dark meat like i like?
6080,ryan, yes. i ordered three full rotisserie chickens worth of all dark meat.
6081,michael, where are the yams?
6082,ryan, they were out of yams.  i got you creamed spinach.  
6083,michael, did you go to the one in stroudsburg?
6084,ryan, yes.
6085,michael, and they had no yams?
6086,ryan, they had no yams.
6087,michael, how strange.  because they always have yams.
6088,dwight," aw, man, is that a prism duro-sport?"
6089,pam, you've seen one of these?
6090,dwight," yeah, they're like an i-pod only they're better 'cause they're chunkier and more solid."
6091,pam, roy gave it to me for christmas.  i'm trying to figure out how to put songs on it.
6092,dwight," oh, no no no.  don't go there.  i know this russian website where you can download songs for two cents a piece."
6093,pam, really?
6094,dwight," yeah, i'll write down the address for you.  only, the only thing is, is that all the songs are in russian. ... kidding!"
6095,pam," oh! ha, haha."
6096,dwight," why would they all be...?  ok, see you later, pan."
6097,pam, pan?
6098,michael, pam... paaam!?
6099,pam," oh, god."
6100,pam, [phone rings] what.
6101,michael, come here please.
6102,pam, tell me before i come there.
6103,michael, i want you to rub butter on my foot.
6104,pam, no.
6105,michael," pam, please?  i have country crock."
6106,pam, no.
6107,michael," uh, ow.  ryan! ... ryaaaaan ... ryyyyan!"
6108,dwight, these covers are totally indestructible. 
6109,pam, really?
6110,dwight, yeah. throw it.  i promise it won't break.  chuck it. [pam throws her mp3 player]
6111,dwight," oh no, it's broken."
6112,pam, what?!
6113,dwight," no, it's fine.  i told you it wouldn't break.  you could throw it all day long."
6114,pam, that is so cool.  thanks dwight!
6115,dwight, yep.
6116,jim," so, i guess pam and dwight are friends now."
6117,pam," oh god no, dwight isn't my friend... oh my god!  dwight's kind of my friend!"
6118,michael," no, nope, no one is helping me out at all mom.  no, i'm not gonna call jan.  she'd just worry... drive down here and make a big thing... who told you that?  no, it was mutual.  what is pam doing chatting with you?"
6119,dwight, huh. do you like candy?
6120,angela, it's alright.
6121,dwight, cause you're sweeter than candy.
6122,angela, what is wrong with you? [dwight pats angela on the rear and runs away laughing]
6123,angela, hey!
6124,toby," wow, you just dive right into it."
6125,ryan," you know, around age twelve, i just started goin' for it."
6126,michael," [loud noise in bathroom] no! guh! ow! awww, help, help me!"
6127,toby," what, what happened?"
6128,michael, i fell off the toilet.  i'm caught between the toilet and the wall.
6129,toby, what do you need?
6130,michael," ugh, not you.  someone else.  get pam."
6131,toby, i don't think pam's gonna want to come into the men's room.
6132,michael, get ryan.  he needs to lift me. [ryan shakes his head] and he needs to clean me up a little bit.  bring a wet towel.
6133,toby," ryan, is, uh, dead."
6134,michael," no, he's not. "
6135,toby, dead.
6136,michael, i just saw him.
6137,toby," no.  can't, can't you just get up yourself?  i... you only grilled your foot."
6138,michael," ugh, forget it.  i'll just get up myself.  no!  uh, aaaahhh!  ah!  oh god!"
6139,jim, do you think dwight's bein' a little weird today?
6140,pam," no, he's actually been really nice and helpful."
6141,jim, and that isn't weird?
6142,pam, wow... 
6143,michael," can i have everyone's attention please?  phyllis, oscar, ryan, who's supposed to be dead, can i ask you all a question?  do you all know what it's like to be disabled?  oscar?"
6144,phyllis," um, i had scoliosis as a girl."
6145,michael," no, never heard of it.  no, a real disability, not a woman's trouble."
6146,creed," when i was a teenager, i was in an iron lung."
6147,michael," wuh, how, how old are you? look, the point is, i am the only one here who has a legitimate disability, although i'm sure stanley has had his fair share of obstacles.  "
6148,stanley, i'm not disabled and neither are you.
6149,michael," ok, [lifts up cooked foot] what does this look like to you stanley?!  "
6150,stanley," mailboxes, etc."
6151,michael," shuuut it, ok, well, well you know what, disabilities are not things to be laughed at or laughed about.  you people are jerks.  imagine if you had left stevie wonder on the floor of that bathroom instead of me."
6152,phyllis," oh, we wouldn't.  we love stevie wonder."
6153,michael," [sigh] i burned my foot!!!  ok, twenty minutes, conference room, everybody's in there!"
6154,dwight, [looking up at creed] dad?
6155,michael," while we are waiting for our special guest to arrive, i wanted you all to take a look at a few of the many, many disabled icons who have contributed so much to our society.  "
6156,jim," quick question: uh, why is tom hanks on the wall?"
6157,ryan, twice.
6158,michael," good question.  forrest gump: mentally challenged, philadelphia [points to a picture from big]: aids."
6159,kevin, i think that's from big.
6160,michael," i don't think so, no."
6161,kelly," yeah, he's dancing on a piano with robert loggia."
6162,michael," he grew into a man overnight.  rare disability, still works. [sigh] a crossword puzzle stanley, seriously, are you learning nothing here?"
6163,stanley, uh hmmmm... .
6164,michael, what you mean uh hmmm... ?
6165,stanley, i mean i'm learning nothing.
6166,michael, ok.
6167,billy merchant," michael scott, i'm looking for michael scott."
6168,michael," yes, right in here, come on in."
6169,billy merchant, great.
6170,michael," this, ladies and gentlemen, is our special guest."
6171,billy merchant, sorry i'm late.  someone parked in the handicapped parking space.
6172,billy merchant," hey everyone, i'm billy merchant, you may have seen me around here before, i'm the properties manager of this office park"
6173,michael, you are so brave. you are so brave.
6174,billy merchant," thank you. actually, i've been meaning to come by here for a long time... "
6175,michael, but it's hard for you! right? because you're in a wheelchair.
6176,billy merchant," no, i just have a lot of properties to manage."
6177,michael," let me ask you something, how long does it take for you to do something simple, every day, like brush your teeth in the morning?"
6178,billy merchant," i don't know, like 30 seconds?"
6179,michael," oh my god, that's three times as long as it takes me."
6180,michael, how did you get in your wheelchair?
6181,billy merchant," this morning?  just like every other morning, just climbed on in. [everyone laughs]"
6182,michael," hey, hey, hey, not funny! not funny."
6183,billy merchant," hey, hey, relax, just jokin around here."
6184,michael," well, that's good, he still has a sense of humor."
6185,billy merchant," listen, i've actually used a chair since i was four years old.  i don't really notice it anymore."
6186,michael," well they notice it.  don't you?  you notice it.  it's the first thing you saw when he rolled in here, isn't it?"
6187,jim, i want to clamp michael's face in a george foreman grill.
6188,billy merchant," so, there are just a couple things i want to remind everybody of... "
6189,michael, ok... 
6190,billy merchant," first is parking.  you can't block the freight entrance with your car, even if your blinkers are on.  does anybody have any questions? [to dwight, whose arms is raised]  yes. yeah? yes... "
6191,pam," dwight, you have your hand up."
6192,michael," ignore him.  you know what?  we're not that different, you and i.  when i clamped my foot into a non-stick... "
6193,billy merchant, you know what michael?  
6194,michael, yeah... 
6195,billy merchant, let me stop you right there.
6196,michael, ok.
6197,billy merchant, and leave.
6198,michael, did you see born on the fourth of july?  i was under the impression that billy would be more like that guy.
6199,billy merchant, what's wrong with that guy?
6200,jim, you mean today?  he stepped on a george foremen grill and he burned his foot.
6201,billy merchant," no, not michael.  the moon-faced kid who crashed into the pole.  he looks like he has a concussion."
6202,michael, [popping his bubble wrap cast] hey!
6203,ryan, i found the pudding cups you wanted in a gas station in carbondale!
6204,michael," you did it!  look at you, and with the plate and the napkin.  very nice.  thank you, ryan."
6205,ryan, you are very welcome.
6206,michael, did you get the yams?
6207,ryan," no, the gas station in carbondale did not have fresh yams!"
6208,michael," [sigh] ok, i'll just have the pudding."
6209,ryan, you sure?
6210,michael, yeh.
6211,ryan, ok.
6212,michael, you know what?  i feel better.  ryan brought me some chocolate pudding and his kindness healed my foot.
6213,michael," yeah, baby, i am feelin' better.  my body's literally healing itself.  it is amazing what the human body is capable of when you have a powerful brain.  "
6214,ryan, i ground up four extra-strength aspirin and put them in michael's pudding.  i do the same thing with my dog to get him to take his heartworm medicine.
6215,michael," uh, finally feel the blood coursing through my foot veins."
6216,dwight," [hits his head on his desk]  uh, ugh, ohhhh... "
6217,jim," uh, ok, i think we need to take him to the hospital because i'm pretty sure he has a concussion."
6218,michael," oh, now you feel some compassion for him."
